beam no,beam center ra [deg],beam center dec [deg],SB
3,218.92849166666667,-66.84334166666666,1442-64
4,221.21749583333332,-66.85148833333334,1442-64
5,223.50512916666665,-66.82705833333333,1442-64
6,225.78595416666667,-66.7701388888889,1442-64
7,215.66179583333334,-65.99301111111112,1442-64
8,217.87304166666667,-66.04816944444444,1442-64
9,220.09042499999998,-66.07183888888889,1442-64
10,222.30904583333333,-66.06394722222223,1442-64
11,224.52397083333335,-66.02451944444445,1442-64
12,226.73033333333333,-65.95367222222222,1442-64
13,214.73935,-65.17773888888888,1442-64
14,216.8811,-65.24648611111111,1442-64
15,219.03060000000002,-65.2847425,1442-64
16,221.1834375,-65.29239722222222,1442-64
17,223.3351625,-65.26943555555556,1442-64
18,225.48133333333334,-65.21591666666667,1442-64
19,215.94689583333331,-64.43872777777777,1442-64
20,218.032075,-64.49072222222222,1442-64
21,220.1222875,-64.51302777777778,1442-64
22,222.21351666666666,-64.50559166666666,1442-64
23,224.30171249999998,-64.46843055555556,1442-64
24,226.38287916666667,-64.40163861111111,1442-64
25,215.06526666666667,-63.62523888888889,1442-64
26,217.08951666666667,-63.69020833333333,1442-64
27,219.12016666666665,-63.72635,1442-64
28,221.15356666666665,-63.73358361111111,1442-64
29,223.18605,-63.711888888888886,1442-64
30,225.21395,-63.661319444444445,1442-64
31,216.19814166666666,-62.88356527777778,1442-64
32,218.17215416666667,-62.93280277777778,1442-64
33,220.15035,-62.953925,1442-64
34,222.12937916666667,-62.94688333333333,1442-64
35,224.1059,-62.91169444444444,1442-64
36,226.07658333333333,-62.84843055555555,1442-64
1,248.3739541666667,-34.52546111111111,1645-32
2,249.46685416666665,-34.54629444444444,1645-32
3,250.55969583333334,-34.55786666666667,1645-32
4,251.6525125,-34.560180555555554,1645-32
5,252.7453375,-34.55323888888889,1645-32
6,253.83820416666669,-34.537036111111114,1645-32
7,248.9430125,-33.757580555555556,1645-32
8,250.02583750000002,-33.773627777777776,1645-32
9,251.10861666666668,-33.78050277777778,1645-32
10,252.19138333333336,-33.77821111111111,1645-32
11,253.27418333333335,-33.76675111111111,1645-32
12,254.35705000000002,-33.746113888888885,1645-32
13,248.42812916666665,-32.96696111111111,1645-32
14,249.50134583333335,-32.987408333333335,1645-32
15,250.57447916666666,-32.99876388888889,1645-32
16,251.64758333333333,-33.001036666666664,1645-32
17,252.72069583333334,-32.99422222222222,1645-32
18,253.79386666666664,-32.978319444444445,1645-32
19,248.9856625,-32.19912222222222,1645-32
20,250.04954166666667,-32.21488611111111,1645-32
21,251.11335833333334,-32.22164166666666,1645-32
22,252.17716249999998,-32.21939027777778,1645-32
23,253.24100416666664,-32.208130555555556,1645-32
24,254.3049333333333,-32.18786111111111,1645-32
25,248.47826666666668,-31.408669444444445,1645-32
26,249.5332666666667,-31.42877222222222,1645-32
27,250.5881625,-31.43993888888889,1645-32
28,251.64302083333334,-31.442172222222222,1645-32
29,252.69789166666666,-31.43547472222222,1645-32
30,253.75283333333334,-31.41983888888889,1645-32
31,249.02514166666666,-30.64033611111111,1645-32
32,250.07148333333333,-30.65584722222222,1645-32
33,251.11774583333334,-30.662494444444444,1645-32
34,252.16399583333333,-30.66027777777778,1645-32
35,253.21029166666665,-30.6492,1645-32
36,254.25669583333334,-30.62925277777778,1645-32
1,357.5215333333333,2.720561111111111,2359+04A
2,358.42308333333335,2.723158333333333,2359+04A
3,359.3242458333333,2.7246,2359+04A
4,0.2252458333333333,2.7248888888888887,2359+04A
5,1.1262958333333333,2.724022222222222,2359+04A
6,2.027625,2.722002777777778,2359+04A
7,357.9708708333333,3.5016841666666667,2359+04A
8,358.87286666666665,3.503702777777778,2359+04A
9,359.77458333333334,3.5045694444444444,2359+04A
10,0.67625,3.5042805555555554,2359+04A
11,1.5780791666666667,3.502838888888889,2359+04A
12,2.4802958333333334,3.500240277777778,2359+04A
13,357.51740416666667,4.279705555555555,2359+04A
14,358.4204541666667,4.282305555555555,2359+04A
15,359.32312083333335,4.283752222222223,2359+04A
16,0.22562083333333333,4.284041111111111,2359+04A
17,1.128175,4.283172222222222,2359+04A
18,2.0310041666666665,4.28115,2359+04A
19,357.96672916666665,5.060544444444444,2359+04A
20,358.87056666666666,5.062569444444445,2359+04A
21,359.774125,5.063436111111111,2359+04A
22,0.6776291666666667,5.063147222222222,2359+04A
23,1.5813,5.061702777777778,2359+04A
24,2.4853541666666668,5.0591,2359+04A
25,357.5114125,5.838563888888888,2359+04A
26,358.41664166666664,5.841169444444445,2359+04A
27,359.32148333333333,5.842616666666666,2359+04A
28,0.22616250000000002,5.842908333333334,2359+04A
29,1.1309,5.842038888888889,2359+04A
30,2.0359083333333334,5.840011111111111,2359+04A
31,357.96106249999997,6.619686111111111,2359+04A
32,358.86741666666666,6.621716666666667,2359+04A
33,359.77349583333336,6.622588888888889,2359+04A
34,0.6795208333333334,6.6222972222222225,2359+04A
35,1.5857083333333333,6.620847222222222,2359+04A
36,2.4922833333333334,6.618236388888889,2359+04A
1,169.4157875,-11.285041388888889,1127-09B
2,170.33407083333336,-11.290313888888889,1127-09B
3,171.25197916666667,-11.293241666666667,1127-09B
4,172.16972916666666,-11.293827777777778,1127-09B
5,173.08753333333334,-11.292069444444444,1127-09B
6,174.00560416666667,-11.287969444444444,1127-09B
7,169.88039583333332,-10.508308333333334,1127-09B
8,170.7960625,-10.512394444444444,1127-09B
9,171.7114625,-10.514147222222222,1127-09B
10,172.6268125,-10.51356388888889,1127-09B
11,173.54231666666666,-10.510644444444445,1127-09B
12,174.45819583333332,-10.505386111111111,1127-09B
13,169.42850416666667,-9.725938888888889,1127-09B
14,170.3421625,-9.731183333333334,1127-09B
15,171.25545,-9.734095555555555,1127-09B
16,172.168575,-9.734677777777778,1127-09B
17,173.08175416666666,-9.732930555555555,1127-09B
18,173.99519999999998,-9.728852777777778,1127-09B
19,169.88998750000002,-8.949469444444444,1127-09B
20,170.80139166666666,-8.953536111111111,1127-09B
21,171.71252916666668,-8.955280555555555,1127-09B
22,172.6236125,-8.954697222222222,1127-09B
23,173.53485833333332,-8.951794166666666,1127-09B
24,174.44647500000002,-8.94656111111111,1127-09B
25,169.43924583333333,-8.167108333333333,1127-09B
26,170.349,-8.172330555555556,1127-09B
27,171.25837916666666,-8.175230555555556,1127-09B
28,172.1676,-8.175808333333332,1127-09B
29,173.07687083333332,-8.174069444444445,1127-09B
30,173.9864125,-8.170008333333334,1127-09B
31,169.8979875,-7.390336111111111,1127-09B
32,170.80583333333334,-7.3943916666666665,1127-09B
33,171.7134166666667,-7.396127777777778,1127-09B
34,172.6209458333333,-7.39555,1127-09B
35,173.5286375,-7.392652777777778,1127-09B
36,174.4367,-7.387438888888889,1127-09B
1,16.338800000000003,-52.99802777777778,0121-51
2,17.834274999999998,-53.03923611111111,0121-51
3,19.33129166666667,-53.06213888888889,0121-51
4,20.828979166666667,-53.06672,0121-51
5,22.326441666666664,-53.05297777777778,0121-51
6,23.822795833333334,-53.020919444444445,0121-51
7,17.14578333333333,-52.242075,0121-51
8,18.615741666666665,-52.273555555555554,0121-51
9,20.086733333333335,-52.28704722222222,0121-51
10,21.557925,-52.28255,0121-51
11,23.028504166666668,-52.26006111111111,0121-51
12,24.497645833333333,-52.219594444444446,0121-51
13,16.480820833333333,-51.44130277777778,0121-51
14,17.924812499999998,-51.481069444444444,0121-51
15,19.370137500000002,-51.503166666666665,0121-51
16,20.816029166666667,-51.50758888888889,0121-51
17,22.261729166666665,-51.49432777777778,0121-51
18,23.706479166666664,-51.46339444444445,0121-51
19,17.256925000000003,-50.68474611111111,0121-51
20,18.677575,-50.71516111111111,0121-51
21,20.099104166666667,-50.7282,0121-51
22,21.5208125,-50.72385277777778,0121-51
23,22.941991666666667,-50.702126388888885,0121-51
24,24.361933333333333,-50.663022222222224,0121-51
25,16.610612500000002,-49.884609166666664,0121-51
26,18.007545833333335,-49.92308333333333,0121-51
27,19.405624999999997,-49.94446111111111,0121-51
28,20.804195833333335,-49.94873888888889,0121-51
29,22.202604166666664,-49.93591111111111,0121-51
30,23.600191666666667,-49.90598055555556,0121-51
31,17.358654166666668,-49.12696944444444,0121-51
32,18.7341625,-49.15643611111111,0121-51
33,20.11042916666667,-49.169066944444445,0121-51
34,21.48685,-49.164855555555555,0121-51
35,22.8628125,-49.14380833333333,0121-51
36,24.237708333333334,-49.105925,0121-51
1,185.5674,-6.6208,1232-04B
2,186.47397916666668,-6.623413888888889,1232-04B
3,187.380175,-6.624863888888889,1232-04B
4,188.28620416666666,-6.625155555555556,1232-04B
5,189.1922875,-6.6242833333333335,1232-04B
6,190.09864583333334,-6.622252777777778,1232-04B
7,186.02377916666669,-5.842577777777778,1232-04B
8,186.92879166666665,-5.844605555555556,1232-04B
9,187.83353333333332,-5.845475,1232-04B
10,188.73821666666666,-5.845186111111111,1232-04B
11,189.64306249999998,-5.843736111111111,1232-04B
12,190.54829583333333,-5.8411277777777775,1232-04B
13,185.57433333333333,-5.061663888888889,1232-04B
14,186.47839166666665,-5.064269444444444,1232-04B
15,187.3820625,-5.065713888888889,1232-04B
16,188.2855708333333,-5.066002777777777,1232-04B
17,189.18913750000002,-5.065136111111111,1232-04B
18,190.092975,-5.063111111111111,1232-04B
19,186.02868333333333,-4.2837177777777775,1232-04B
20,186.93151666666668,-4.285741111111111,1232-04B
21,187.834075,-4.286605555555555,1232-04B
22,188.73657916666667,-4.286316666666667,1232-04B
23,189.63925,-4.2848741666666665,1232-04B
24,190.54230416666667,-4.282269444444444,1232-04B
25,185.57939583333334,-3.5028027777777777,1232-04B
26,186.4816125,-3.505402777777778,1232-04B
27,187.38344583333333,-3.5068472222222224,1232-04B
28,188.2851125,-3.507136111111111,1232-04B
29,189.18683333333334,-3.5062694444444444,1232-04B
30,190.08883333333333,-3.5042472222222223,1232-04B
31,186.03206666666668,-2.7245694444444446,1232-04B
32,186.93339583333332,-2.726588888888889,1232-04B
33,187.8344541666667,-2.7274555555555557,1232-04B
34,188.73545416666667,-2.7271666666666667,1232-04B
35,189.63661666666667,-2.725725,1232-04B
36,190.53816666666668,-2.723125,1232-04B
1,311.57022083333334,-43.77826944444445,2059-41
2,312.8171125,-43.807719444444444,2059-41
3,314.0644041666667,-43.824080555555554,2059-41
4,315.3118666666667,-43.82735,2059-41
5,316.559275,-43.81753638888889,2059-41
6,317.8063916666667,-43.79463055555556,2059-41
7,312.22950000000003,-43.01538611111111,2059-41
8,313.4606791666667,-43.03798888888889,2059-41
9,314.6921208333333,-43.047675,2059-41
10,315.9236125,-43.044447222222225,2059-41
11,317.15495,-43.028302777777775,2059-41
12,318.38592083333333,-42.99923888888889,2059-41
13,311.65619583333336,-42.22038611111111,2059-41
14,312.87187500000005,-42.24908055555556,2059-41
15,314.0878875,-42.26502222222222,2059-41
16,315.3040375,-42.268211944444445,2059-41
17,316.52014583333334,-42.25864722222222,2059-41
18,317.7360125,-42.23632777777778,2059-41
19,312.29712083333334,-41.457322222222224,2059-41
20,313.49827500000004,-41.479369444444444,2059-41
21,314.69964166666665,-41.488819444444445,2059-41
22,315.9010541666667,-41.48567,2059-41
23,317.1023333333333,-41.46991944444444,2059-41
24,318.30331666666666,-41.44157222222222,2059-41
25,311.7356,-40.66265277777778,2059-41
26,312.92245,-40.690675,2059-41
27,314.10957083333335,-40.70623888888889,2059-41
28,315.29680833333333,-40.70935277777778,2059-41
29,316.48400833333335,-40.70001472222222,2059-41
30,317.6710125,-40.678222222222225,2059-41
31,312.359625,-39.898891666666664,2059-41
32,313.53302083333335,-39.92044166666667,2059-41
33,314.7065958333333,-39.929675,2059-41
34,315.8802,-39.92659722222222,2059-41
35,317.0537,-39.911205555555554,2059-41
36,318.2269583333333,-39.883497222222225,2059-41
1,222.144225,-29.8894,1500-28
2,223.18282083333332,-29.90662777777778,1500-28
3,224.22124166666666,-29.916197222222223,1500-28
4,225.25958333333332,-29.91811138888889,1500-28
5,226.29795,-29.912369444444444,1500-28
6,227.33644166666667,-29.898972222222223,1500-28
7,222.68148333333332,-29.119447222222224,1500-28
8,223.71201250000001,-29.13273611111111,1500-28
9,224.74240833333332,-29.138430555555555,1500-28
10,225.77277500000002,-29.136533333333333,1500-28
11,226.803225,-29.127041666666667,1500-28
12,227.83385833333332,-29.109952777777778,1500-28
13,222.18719583333333,-28.3307,1500-28
14,223.21017500000002,-28.347661111111112,1500-28
15,224.23296666666667,-28.357080555555555,1500-28
16,225.255675,-28.358963888888887,1500-28
17,226.27840833333335,-28.35331111111111,1500-28
18,227.30127916666666,-28.340122222222224,1500-28
19,222.715275,-27.56086388888889,1500-28
20,223.7307875,-27.573955555555557,1500-28
21,224.7461625,-27.57956666666667,1500-28
22,225.76150833333332,-27.577697222222223,1500-28
23,226.77694166666666,-27.568346944444443,1500-28
24,227.79256666666666,-27.551509166666666,1500-28
25,222.22686666666667,-26.772230555555556,1500-28
26,223.23542916666665,-26.788952777777777,1500-28
27,224.2437875,-26.798241666666666,1500-28
28,225.25206666666668,-26.80009972222222,1500-28
29,226.26037083333335,-26.794525,1500-28
30,227.26881666666665,-26.781522222222222,1500-28
31,222.74645416666667,-26.00196138888889,1500-28
32,223.7481125,-26.014883333333334,1500-28
33,224.74962916666667,-26.020419444444446,1500-28
34,225.7511125,-26.018575,1500-28
35,226.75268749999998,-26.009344444444444,1500-28
36,227.75446666666667,-25.992727777777777,1500-28
1,225.9810875,-66.72954722222222,1529-64
2,228.25649166666668,-66.80265277777778,1529-64
3,230.54139583333335,-66.84334166666666,1529-64
4,232.8304,-66.85148833333334,1529-64
5,235.11803333333333,-66.82705833333333,1529-64
6,237.39885416666667,-66.7701388888889,1529-64
7,227.2747,-65.99301111111112,1529-64
8,229.48594583333332,-66.04816944444444,1529-64
9,231.70332916666666,-66.07183888888889,1529-64
10,233.92195,-66.06394722222223,1529-64
11,236.136875,-66.02451944444445,1529-64
12,238.34323750000001,-65.95367222222222,1529-64
13,226.35225416666665,-65.17773888888888,1529-64
14,228.49400416666666,-65.24648611111111,1529-64
15,230.64350416666667,-65.2847425,1529-64
16,232.79634166666665,-65.29239722222222,1529-64
17,234.94806666666668,-65.26943555555556,1529-64
18,237.0942375,-65.21591666666667,1529-64
19,227.5598,-64.43872777777777,1529-64
20,229.64497916666667,-64.49072222222222,1529-64
21,231.73519166666668,-64.51302777777778,1529-64
22,233.82642083333332,-64.50559166666666,1529-64
23,235.9146166666667,-64.46843055555556,1529-64
24,237.99578333333335,-64.40163861111111,1529-64
25,226.67817083333333,-63.62523888888889,1529-64
26,228.70242083333332,-63.69020833333333,1529-64
27,230.73307083333336,-63.72635,1529-64
28,232.76647083333336,-63.73358361111111,1529-64
29,234.79895416666668,-63.711888888888886,1529-64
30,236.82685416666666,-63.661319444444445,1529-64
31,227.81104583333334,-62.88356527777778,1529-64
32,229.78505833333332,-62.93280277777778,1529-64
33,231.76325416666666,-62.953925,1529-64
34,233.74228333333335,-62.94688333333333,1529-64
35,235.71880416666667,-62.91169444444444,1529-64
36,237.68948749999998,-62.84843055555555,1529-64
1,185.834125,-25.246388888888887,1234-23
2,186.82970416666666,-25.260330555555555,1234-23
3,187.82502083333333,-25.268071944444443,1234-23
4,188.820225,-25.269619444444444,1234-23
5,189.81547083333334,-25.264975,1234-23
6,190.81089999999998,-25.254136111111112,1234-23
7,186.3460375,-24.474558333333334,1234-23
8,187.33520833333336,-24.48532722222222,1234-23
9,188.32419166666665,-24.48993888888889,1234-23
10,189.31313749999998,-24.48840277777778,1234-23
11,190.30219583333334,-24.480711111111113,1234-23
12,191.29151666666667,-24.466866944444444,1234-23
13,185.86783333333335,-23.687541666666668,1234-23
14,186.85115416666667,-23.701301666666666,1234-23
15,187.83421666666666,-23.708941666666668,1234-23
16,188.81716250000002,-23.710469444444445,1234-23
17,189.80014583333335,-23.705886111111113,1234-23
18,190.78331666666665,-23.695186111111113,1234-23
19,186.37246666666667,-22.915877777777776,1234-23
20,187.34989166666665,-22.926516666666668,1234-23
21,188.32712916666668,-22.931075,1234-23
22,189.30432916666666,-22.929555555555556,1234-23
23,190.28164166666667,-22.921958333333333,1234-23
24,191.25922083333333,-22.908277777777776,1234-23
25,185.89875833333332,-22.128933333333332,1234-23
26,186.87084166666665,-22.14253888888889,1234-23
27,187.84265416666668,-22.150095,1234-23
28,188.81435,-22.151605833333335,1234-23
29,189.78608333333332,-22.14707222222222,1234-23
30,190.7580125,-22.136491666666668,1234-23
31,186.39668333333336,-21.35688888888889,1234-23
32,187.36335,-21.367416388888888,1234-23
33,188.32982083333332,-21.371925,1234-23
34,189.29625416666667,-21.37042222222222,1234-23
35,190.26280416666668,-21.362905555555557,1234-23
36,191.229625,-21.34936666666667,1234-23
1,325.41637499999996,-43.77826944444445,2155-41
2,326.6632666666667,-43.807719444444444,2155-41
3,327.9105583333333,-43.824080555555554,2155-41
4,329.15802083333335,-43.82735,2155-41
5,330.40542916666664,-43.81753638888889,2155-41
6,331.6525458333333,-43.79463055555556,2155-41
7,326.07565416666665,-43.01538611111111,2155-41
8,327.3068333333333,-43.03798888888889,2155-41
9,328.538275,-43.047675,2155-41
10,329.76976666666667,-43.044447222222225,2155-41
11,331.00110416666666,-43.028302777777775,2155-41
12,332.232075,-42.99923888888889,2155-41
13,325.50235000000004,-42.22038611111111,2155-41
14,326.71802916666667,-42.24908055555556,2155-41
15,327.93404166666664,-42.26502222222222,2155-41
16,329.1501916666667,-42.268211944444445,2155-41
17,330.36629999999997,-42.25864722222222,2155-41
18,331.5821666666667,-42.23632777777778,2155-41
19,326.143275,-41.457322222222224,2155-41
20,327.34442916666666,-41.479369444444444,2155-41
21,328.54579583333333,-41.488819444444445,2155-41
22,329.74720833333333,-41.48567,2155-41
23,330.9484875,-41.46991944444444,2155-41
24,332.14947083333334,-41.44157222222222,2155-41
25,325.58175416666666,-40.66265277777778,2155-41
26,326.76860416666665,-40.690675,2155-41
27,327.955725,-40.70623888888889,2155-41
28,329.1429625,-40.70935277777778,2155-41
29,330.3301625,-40.70001472222222,2155-41
30,331.51716666666664,-40.678222222222225,2155-41
31,326.2057791666667,-39.898891666666664,2155-41
32,327.379175,-39.92044166666667,2155-41
33,328.55275,-39.929675,2155-41
34,329.7263541666667,-39.92659722222222,2155-41
35,330.89985416666667,-39.911205555555554,2155-41
36,332.0731125,-39.883497222222225,2155-41
1,31.132575000000003,-34.52546111111111,0216-32
2,32.225475,-34.54629444444444,0216-32
3,33.31831666666667,-34.55786666666667,0216-32
4,34.41113333333333,-34.560180555555554,0216-32
5,35.50395833333333,-34.55323888888889,0216-32
6,36.596825,-34.537036111111114,0216-32
7,31.70163333333333,-33.757580555555556,0216-32
8,32.78445833333333,-33.773627777777776,0216-32
9,33.8672375,-33.78050277777778,0216-32
10,34.950004166666666,-33.77821111111111,0216-32
11,36.032804166666665,-33.76675111111111,0216-32
12,37.11567083333333,-33.746113888888885,0216-32
13,31.18675,-32.96696111111111,0216-32
14,32.259966666666664,-32.987408333333335,0216-32
15,33.3331,-32.99876388888889,0216-32
16,34.40620416666667,-33.001036666666664,0216-32
17,35.47931666666666,-32.99422222222222,0216-32
18,36.5524875,-32.978319444444445,0216-32
19,31.744283333333335,-32.19912222222222,0216-32
20,32.8081625,-32.21488611111111,0216-32
21,33.87197916666667,-32.22164166666666,0216-32
22,34.93578333333333,-32.21939027777778,0216-32
23,35.999625,-32.208130555555556,0216-32
24,37.06355416666666,-32.18786111111111,0216-32
25,31.2368875,-31.408669444444445,0216-32
26,32.2918875,-31.42877222222222,0216-32
27,33.346783333333335,-31.43993888888889,0216-32
28,34.40164166666667,-31.442172222222222,0216-32
29,35.456512499999995,-31.43547472222222,0216-32
30,36.51145416666667,-31.41983888888889,0216-32
31,31.783762499999998,-30.64033611111111,0216-32
32,32.830104166666665,-30.65584722222222,0216-32
33,33.87636666666667,-30.662494444444444,0216-32
34,34.92261666666667,-30.66027777777778,0216-32
35,35.968912499999995,-30.6492,0216-32
36,37.01531666666667,-30.62925277777778,0216-32
1,45.8337,-11.285041388888889,0313-09A
2,46.751983333333335,-11.290313888888889,0313-09A
3,47.66989166666667,-11.293241666666667,0313-09A
4,48.58764166666666,-11.293827777777778,0313-09A
5,49.50544583333333,-11.292069444444444,0313-09A
6,50.4235125,-11.287969444444444,0313-09A
7,46.29830416666666,-10.508308333333334,0313-09A
8,47.213975,-10.512394444444444,0313-09A
9,48.129375,-10.514147222222222,0313-09A
10,49.044720833333336,-10.51356388888889,0313-09A
11,49.96022916666667,-10.510644444444445,0313-09A
12,50.876108333333335,-10.505386111111111,0313-09A
13,45.8464125,-9.725938888888889,0313-09A
14,46.76007083333333,-9.731183333333334,0313-09A
15,47.67335833333333,-9.734095555555555,0313-09A
16,48.586483333333334,-9.734677777777778,0313-09A
17,49.49966666666667,-9.732930555555555,0313-09A
18,50.4131125,-9.728852777777778,0313-09A
19,46.30789583333333,-8.949469444444444,0313-09A
20,47.2193,-8.953536111111111,0313-09A
21,48.1304375,-8.955280555555555,0313-09A
22,49.041525,-8.954697222222222,0313-09A
23,49.95276666666667,-8.951794166666666,0313-09A
24,50.864383333333336,-8.94656111111111,0313-09A
25,45.85715833333334,-8.167108333333333,0313-09A
26,46.76690833333333,-8.172330555555556,0313-09A
27,47.6762875,-8.175230555555556,0313-09A
28,48.58550833333333,-8.175808333333332,0313-09A
29,49.49478333333333,-8.174069444444445,0313-09A
30,50.40432083333333,-8.170008333333334,0313-09A
31,46.315895833333336,-7.390336111111111,0313-09A
32,47.22374583333333,-7.3943916666666665,0313-09A
33,48.13132916666667,-7.396127777777778,0313-09A
34,49.03885833333334,-7.39555,0313-09A
35,49.94654583333333,-7.392652777777778,0313-09A
36,50.85460833333334,-7.387438888888889,0313-09A
1,19.000233333333334,-6.6208,0125-04B
2,19.906816666666668,-6.623413888888889,0125-04B
3,20.813008333333332,-6.624863888888889,0125-04B
4,21.7190375,-6.625155555555556,0125-04B
5,22.625125,-6.6242833333333335,0125-04B
6,23.531483333333338,-6.622252777777778,0125-04B
7,19.456616666666665,-5.842577777777778,0125-04B
8,20.361629166666667,-5.844605555555556,0125-04B
9,21.266366666666666,-5.845475,0125-04B
10,22.17105,-5.845186111111111,0125-04B
11,23.075900000000004,-5.843736111111111,0125-04B
12,23.981133333333336,-5.8411277777777775,0125-04B
13,19.007166666666667,-5.061663888888889,0125-04B
14,19.911225,-5.064269444444444,0125-04B
15,20.814899999999998,-5.065713888888889,0125-04B
16,21.718408333333333,-5.066002777777777,0125-04B
17,22.621970833333332,-5.065136111111111,0125-04B
18,23.525808333333337,-5.063111111111111,0125-04B
19,19.461520833333335,-4.2837177777777775,0125-04B
20,20.364354166666665,-4.285741111111111,0125-04B
21,21.2669125,-4.286605555555555,0125-04B
22,22.169416666666667,-4.286316666666667,0125-04B
23,23.072083333333335,-4.2848741666666665,0125-04B
24,23.9751375,-4.282269444444444,0125-04B
25,19.012229166666668,-3.5028027777777777,0125-04B
26,19.914450000000002,-3.505402777777778,0125-04B
27,20.816279166666664,-3.5068472222222224,0125-04B
28,21.71795,-3.507136111111111,0125-04B
29,22.619670833333334,-3.5062694444444444,0125-04B
30,23.521670833333335,-3.5042472222222223,0125-04B
31,19.464904166666667,-2.7245694444444446,0125-04B
32,20.366233333333334,-2.726588888888889,0125-04B
33,21.2672875,-2.7274555555555557,0125-04B
34,22.1682875,-2.7271666666666667,0125-04B
35,23.069454166666667,-2.725725,0125-04B
36,23.971004166666667,-2.723125,0125-04B
1,65.4297125,-52.99802777777778,0438-51
2,66.92518333333334,-53.03923611111111,0438-51
3,68.42220416666667,-53.06213888888889,0438-51
4,69.9198875,-53.06672,0438-51
5,71.41735,-53.05297777777778,0438-51
6,72.91370833333333,-53.020919444444445,0438-51
7,66.23669166666667,-52.242075,0438-51
8,67.70665416666667,-52.273555555555554,0438-51
9,69.17764166666666,-52.28704722222222,0438-51
10,70.64883333333334,-52.28255,0438-51
11,72.1194125,-52.26006111111111,0438-51
12,73.58855416666667,-52.219594444444446,0438-51
13,65.57173333333333,-51.44130277777778,0438-51
14,67.015725,-51.481069444444444,0438-51
15,68.46104583333333,-51.503166666666665,0438-51
16,69.9069375,-51.50758888888889,0438-51
17,71.35264166666667,-51.49432777777778,0438-51
18,72.79739166666667,-51.46339444444445,0438-51
19,66.3478375,-50.68474611111111,0438-51
20,67.76848333333332,-50.71516111111111,0438-51
21,69.19001666666668,-50.7282,0438-51
22,70.61172083333334,-50.72385277777778,0438-51
23,72.0329,-50.702126388888885,0438-51
24,73.45284583333333,-50.663022222222224,0438-51
25,65.701525,-49.884609166666664,0438-51
26,67.09845833333333,-49.92308333333333,0438-51
27,68.49653333333333,-49.94446111111111,0438-51
28,69.89510416666666,-49.94873888888889,0438-51
29,71.2935125,-49.93591111111111,0438-51
30,72.69109999999999,-49.90598055555556,0438-51
31,66.44956666666667,-49.12696944444444,0438-51
32,67.82507083333333,-49.15643611111111,0438-51
33,69.20133750000001,-49.169066944444445,0438-51
34,70.57775833333334,-49.164855555555555,0438-51
35,71.95372083333334,-49.14380833333333,0438-51
36,73.32862083333333,-49.105925,0438-51
1,68.42431666666667,-71.26686222222222,0504-69
2,71.22025416666666,-71.35994722222222,0504-69
3,74.03589166666667,-71.41183055555555,0504-69
4,76.86006666666667,-71.422225,0504-69
5,79.6813875,-71.3910638888889,0504-69
6,82.48854583333333,-71.3185275,0504-69
7,70.06337916666666,-70.54293888888888,0504-69
8,72.76296666666667,-70.61265277777778,0504-69
9,75.47504166666667,-70.64259444444444,0504-69
10,78.18962499999999,-70.63260833333334,0504-69
11,80.8966875,-70.58275,0504-69
12,83.586375,-70.49326944444445,0504-69
13,68.99510833333333,-69.71938638888889,0504-69
14,71.58672083333333,-69.80555555555556,0504-69
15,74.19372916666666,-69.85355833333334,0504-69
16,76.8074,-69.86316944444444,0504-69
17,79.41884583333332,-69.83434666666666,0504-69
18,82.01923333333333,-69.76722083333334,0504-69
19,70.4965125,-68.99127222222222,0504-69
20,73.0051375,-69.05601944444444,0504-69
21,75.52360833333334,-69.08381722222222,0504-69
22,78.04405416666667,-69.07454722222222,0504-69
23,80.55857916666666,-69.02825,0504-69
24,83.05939166666667,-68.945125,0504-69
25,69.48310416666666,-68.17039444444444,0504-69
26,71.899625,-68.25071083333333,0504-69
27,74.3284,-68.29543055555555,0504-69
28,76.76247083333332,-68.30438611111111,0504-69
29,79.194775,-68.27753333333334,0504-69
30,81.61828333333334,-68.21498611111112,0504-69
31,70.86872083333333,-67.43824444444445,0504-69
32,73.21305833333332,-67.49876388888889,0504-69
33,75.56529166666667,-67.52474166666667,0504-69
34,77.91910833333334,-67.51608055555556,0504-69
35,80.268175,-67.4728138888889,0504-69
36,82.60624583333333,-67.39509444444444,0504-69
1,212.44690833333334,2.720561111111111,1419+04A
2,213.34845416666667,2.723158333333333,1419+04A
3,214.24962083333332,2.7246,1419+04A
4,215.15061666666668,2.7248888888888887,1419+04A
5,216.05167083333333,2.724022222222222,1419+04A
6,216.953,2.722002777777778,1419+04A
7,212.89624166666667,3.5016841666666667,1419+04A
8,213.7982375,3.503702777777778,1419+04A
9,214.69995833333334,3.5045694444444444,1419+04A
10,215.60162499999998,3.5042805555555554,1419+04A
11,216.50345416666667,3.502838888888889,1419+04A
12,217.40567083333332,3.500240277777778,1419+04A
13,212.442775,4.279705555555555,1419+04A
14,213.34582500000002,4.282305555555555,1419+04A
15,214.24849166666667,4.283752222222223,1419+04A
16,215.15099166666664,4.284041111111111,1419+04A
17,216.05355,4.283172222222222,1419+04A
18,216.95637916666666,4.28115,1419+04A
19,212.89210416666666,5.060544444444444,1419+04A
20,213.7959375,5.062569444444445,1419+04A
21,214.6995,5.063436111111111,1419+04A
22,215.60300416666666,5.063147222222222,1419+04A
23,216.50667083333332,5.061702777777778,1419+04A
